,caption
141,"Another successful clean up yesterday with @dxdivers at the Pompano Pier.  Good Karma Squad pulled 13.6 lbs of trash from the ocean.  Most was fishing line, weights, hooks.  Most interesting item - laptop battery! Thanks @susana.novo for joining us on the dive and @seaturtleop for spreading the word on the importance of clean oceans for sea turtles. 

#goodkarmasquad 😇 #inspirechange #plasticpollution 
#noplastic 
#pollutionfree 
#breakfreefromplastic #reducereuserecycle♻️
#recycle #savethecoralreefs
#protecttheoceans
#underwater
#underwaterworld
#marinelife
#marineconservation
#marinewildlife #florida
#oceancleanup #seaturtle 
#seaturtles
#seaturtleconservation 
#seaturtlelove
#savetheseaturtles
#noplasticbags #seapollution"
142,"Georgie's idea to do a #beachcleanup, so we headed to Curl Curl Beach; 7kg in about an hour and half after high tide this afternoon. 
And thanks to @cheznouscreperie for an amazing treat before we headed home!
.
.
#oceancleanup #litter #surfing #beach #sydney @scouts.australia #2ndgordon"
143,"Love what this group is doing! @theoceancleanup has as of last month removed over 100,000 kilograms of plastic pollution from the Pacific Ocean!

Dm for credit or removal 

#oceancleanup #ocean #environment #sustainability #savingtheenvironment #plasticpollution"
144,"The Ocean Cleanup has removed more than 100,000 kg of plastic from the Great Pacific Garbage Patch (GPGP) ♻️🌊✨

Since start in August 2021 it has collected 101,353 kg of plastic over 45 extractions, sweeping an area of ocean of over 3000km2 – comparable to the size of Luxembourg or Rhode Island. 
If this 100,000 kg haul is repeated 1,000 times – the Great Pacific Garbage Patch would be gone!

Have you heard of @theoceancleanup ?
If you want to support such an amazing initiative, follow them on social media and spread the word, or visit their website and make a donation 🌊 💚

Source:

https://theoceancleanup.com/updates/first-100000-kg-removed-from-the-great-pacific-garbage-patch/

#saveoceans #saveocean #plasticpollution #plasticpollutes #plasticisnotfantastic #plasticfree #oceancleanup"
145,"50 tons of plastic removed 💙🐋🌱 Thank you to everyone who made this year's coastal cleanup possible!
Wow, I can't believe that today was my last day of cleaning marine waste with @inthesameboat.eco for this season. We started cleaning up the coast in May, and we already removed almost 50.000 kgs of plastic from the coastline. The work will continue for another month without me, while I'm taking some long anticipated vacation for a few months.

There's a handful of people I need to thank for making this year's season possible,

First and most importantly of all, my amazing team of beach cleaners who showed up every single day with a big smile:

@renae.desrochers @tomantle @i.am.wilk @mariakristians1 @_zoe.b_ @tooonetodok @lia.halivni @mcos_1 @veena_vignesh @vanonsel @jacobcabot @george.kendall @elise1662 @karo.biner @elineelbersen @max.o_sullivan @larsmenke16 @tabithastoller

I also need to thank @visit_bugoynes for the great hospitality, and everyone in Kirkenes who welcomed us with open arms.

Of course, thank you to @inthesameboat.eco for giving me the opportunity to run this team, and to @miljofondet for financing our operarion.

And so many other people! You all give me so much hope ♡

#cleanoceans #beachcleaning #protectwhatyoulove #oceancleanup #liveterbestute"
146,"For the month of September 2022, anyone who gets preapproved and any new agents we work with will receive a @4ocean Eagle Ray bracelet to pull a pound of trash from the ocean, rivers and coastlines while raising awareness of the effects plastic pollution has on these rare rays.⁠
⁠
Fun Fact:⁠ Spotted eagle rays grow to a maximum length of 16.4 feet, including the tail, and 507 pounds⁠
⁠
#MoreThanMortgages #EagleRay #PlasticFree #4ocean #NewaAgents #Preapproved #OceanCleanUp #SaveOurSeas #ClimateChange #SaveThePlanet #SamaritanMortgageGroup"
147,"🌟100 pounds of trash removed!

Highlights from our recent cleanup of Ballona Wetlands:

✅ We successfully removed 100lbs of trash
✅ First cleanup run by LAX Ambassador, Alon
✅ Strangest trash finds: Skeleton decor, a cone, chair, hairdryer, and much more
✅ First cleanup pup, Olive, to join the crew!"
148,"Conservation - Marine Debris

While we collect debris on every dive, we also organize and support multiple large scale clean up dives each year.  These efforts regularly result in 500-1000 pounds of debris removed on each clean up.  In 2022, we have received a grant from PADI AWARE to support and enhance these clean ups. 

Find out more about our large scale clean ups below.

Des Moines Marina 
Each year for International Coastal Clean Up Day, we partner with SR3, the City of Des Moines, Des Moines Marina, MaST Aquarium and Washington Scuba Alliance to clean the Des Moines pier area around the existing tire reefs.  We have been working this project for 3-4 years and we still remove 500-1000 pounds of debris each year. 

Seacrest Pier
We work in partnership with Seattle Parks and Recreation and King County Marine Division (operator of the West Seattle Water Taxi) to clean under the Seacrest Pier. 
On our initial clean at this pier, we removed over 500 pounds of debris from this site with 10-12 divers. Part of this debris volume was over 600 squid jigs on this single clean up. 

Seattle Dive Tours is a 100% PADI Aware, Green Star, PADI 5 Star Dive Resort and a 1% for the Planet and Green Fins member.
 
@PADIAWARE @PADITV"
149,"Every 60 seconds a garbage truck full of plastic pollution is dumped into the ocean! 🚛🗑🌊🆘

That’s equivalent to 25,000 kilos or 55,000 pounds every minute! ⏱👀

All that adds up to over 13,000,000,000 kilos or 28,700,000,000 pounds a year! 🌋

We’re working on a scaleable solution to reverse this but we can only do it with your help! 
If you want to support our mission to capture and recycle oceanic plastic pollution please buy one of our recycled products or donate to our PayPal. 

If you can’t afford to support us but want to help go to your local beach, lake, or river and collect as much plastic as you can and make sure it gets recycled! Together we can stop this pollution! ♻️👷🤖

#recycle #recycled #recycling #recycledmaterials #recycledart #art #abstractart #contemporaryart #modernart #artwork #vase #zerowaste #beachcleanup #beachpollution #oceancleanup #oceanpollution #plastic #plasticpollution #plasticreuse #plasticfree #3dprinting #3dmodeling #3dprinted #savetheplanet #savetheocean #savethewhales #savetheturtles #ai #artificialintelligence"
150,"💚 Happy Thursday => Eco news day 🤩

🌊The world’s largest ocean 🌊

The Pacific Ocean is the largest and deepest ocean on Earth. It spans 60 million square miles from California to China, and in certain regions extends tens of thousands of feet below the surface of the water 🌎

There are over 2,000 species that are only found in one of the Pacific island countries, and almost half of those are Threatened (Critically Endangered, Endangered, or Vulnerable) 🐠🐟

Protecting marine environments and species starts on land. Preventing pollution and restoring protective ecosystems is something we can all do in our community spaces ♻️

When you use eco-friendly products, separate waste, buy local goods, and ensure a balance between development and conservation, you are saving the ocean by limiting the impact we all individually have on it 🌱

We are also trying to do our part, therefore every candle from our Ocean collection cleans 1 kg of plastic out of the rivers and prevents this plastic from entering the ocean 💙

#mycandles4planetmoment #candles4planet #candleswithimpact #saveplanet #saveearth #savenature #ecofriendlyliving #noplanetb #reuserecycle #globalwarmingisreal #sustainabilitymatters  #plasticpollution #plasticfreeoceans #beachcleanup #saveouroceans #saveourseas #environmentfriendly #environmental #environmentalist #ecofriendlyproducts #ecofriendlyproduct #oceancleanup #oceancleaning #handmadework #handmake #ecomade #ecologicallymade #ecopro #ecoproduct #ecoproject"
151,"Super excited to spotlight some of the impactful work being done by a local Philly organization, @unitedbyblue. Yesterday, we took part in a waterway cleanup organized by UBB at Frankford Boat Launch and helped collect over 3,800 lbs of trash 🗑!!

Check out @unitedbyblue and @bottleunderground for some great volunteer opportunities ♻️:)

#BlueMovement #UnitedByBlue #ChangeComesInWaves #oceancleanup #plasticpollution"
152,"Beach Clean Up - Clean Up No. 46
Lokasi: Pantai Pelindung
Tarikh: 20.8.2022 

Sampah yang dikutip: 
Kebanyakkan sampah adalah botol² plastik sekali guna, botol gelas, bekas minuman & makanan plastik, bungkusan makanan, dan lampin pakai buang bayi 

Berat sampah yang dikutip: 21.91 kg 

Bilangan wira: 3
•2 dewasa
•1 kanak-kanak 

Malangnya hujan lebat hari ini di sekitar Beserah dan clean up hampir² dibatalkan. Tetapi bila dah sampai di lokasi, hujan renyai² saja jadi sukarelawan bertiga pun teruskan saja dengan Merdeka beach clean up. Clean up pun terpaksa dipendekkan kerana dah nak hujan di lokasi. 

Kebanyakkan sampah adalah sampah piknik yg dibuang oleh orang² yg tidak bertanggungjawab. Kawasan ini tiada tong sampah. Jadi bawa pulanglah sampah anda.  

Masih ada sampah plastik (bekas makanan/minuman plastik, lampin bayi dll.) yg dibakar dijumpai di pantai. Ramai orang tidak peka langsung berkenaan bahayanya membakar plastik. 

Pembakaran plastik melepaskan gas² toksik seperti dioksin, furans, merkuri dll. ke dalam atmosfera dan ini sangat merbahaya kepada kesihatan manusia dan haiwan.

Lampin bayi juga mengandungi plastik. Janganlah bakar. Buang di tempat sepatutnya. Takkan biar di pantai macam tu saja. Malulah ibu bapa yg buang diapers anak² di pantai. Bertanggungjawablah sikit. 

Kami bersih. Kami didik. Kami ubah. 

Be a Trash Hero. 
Make a difference 💛

#stoplittering #litterpick #environment #awareness #wastedisposal #responsibledisposal #nosingleuseplastic #stopburningplastic  #stopplasticpollution #sustainability #ecowarriors #ecovolunteers #eastcoast #beachcleanup #oceancleanup #kutipsampah #sukarelawan #alamsekitar #wirakebersihan #pantaitimur #kuantan #pantaipelindung #pantaibeserah #merdekacleanup #merdeka #malaysia #trashherokuantan #trashheromalaysia #trashheroworld #trashherokids"
153,"Coorong Cleanup 95 kilograms removed by @alexsteimo & myself & sorted by @gypsea_about_freedom thank you both.
#beachbushmarine #ocasack #yamaharightwaters #rightwaters #ocacleanup #coorongcleanup #ocasack #cleanup #beachcleanup #oceancleanup #keepaustraliabeautiful #nonprofit"
154,"When we are united, we can make a change.​​​​​​​​
​​​​​​​​
Virtu Made Bracelets, ​​​​​​​​
​​​​​​​​
1 bracelet purchased = 1 lb of trash removed from the oceans.​​​​​​​​
​​​​​​​​
Link in bio. ​​​​​​​​
​​​​​​​​
#handmadebracelets #virtumade #terracycle #terracycleglobalfoundation #bracelet #bracelets #handmadebracelet #sustainable #sustainablejewelry #ecologic #sustainability #sustainableaccessories #ecofriendly #sustainableliving #environment #zerowaste #sustainablefashion #oceancleanup #recycle #artisanmade #artisan #beachliving #beachlifestyle #beachlife"
